respondent_id,frame,wave,survey_month,state,income_bracket,provider_setting,open_response_text
R00194,household,2,February 2024,AL,<30k,,"Childcare remains unaffordable, forcing us to take turns missing work."
R00195,household,3,March 2024,FL,60-100k,,We stretch groceries and sometimes skip meals so tuition can stay current. We have been on a childcare waitlist for months after our center closed.
R00196,provider,3,March 2024,MI,,informal,Coordinating staggered shifts with limited staff feels impossible. Managing constant schedule changes with too few people is crushing my mental health.
R00197,household,3,March 2024,FL,30-60k,,"Short staffing means inconsistent caregivers and unpredictable schedules for us. No slots open when my shifts change, so reliable childcare access feels impossible. I miss work every time care falls through, and my employer is losing patience."
R00198,household,2,February 2024,NY,<30k,,We have been on a childcare waitlist for months after our center closed. I water down meals for the kids when food runs low after rent and child care. The stress of juggling work and caregiving is overwhelming and my mental health keeps slipping.
R00199,provider,2,February 2024,PA,,family_home,"I see children coming in hungry, and our program scrambles to cover snacks."
R00200,household,1,January 2024,PA,>100k,,"Food insecurity is creeping back—we rely on the pantry between paychecks. My hours were cut after too many schedule changes driven by childcare gaps. Finding after-school care is a battle every semester, and options keep shrinking."
R00201,provider,1,January 2024,AL,,family_home,"Open positions stay vacant, forcing us to cap enrollment and reduce hours. Our center closed classrooms temporarily, so neighborhood access evaporated."
R00202,household,1,January 2024,TX,30-60k,,Food insecurity is creeping back—we rely on the pantry between paychecks. Tuition and fees are too expensive; every increase means cutting groceries.
R00203,provider,3,March 2024,FL,,center,"I see children coming in hungry, and our program scrambles to cover snacks. I am juggling second jobs because enrollment swings disrupt my own employment stability."
R00204,household,1,January 2024,NC,<30k,,"Coordinating schedules with my partner and the provider is a weekly puzzle we rarely solve. My partner and I are exhausted, constantly anxious about childcare collapsing at the last minute. Food insecurity is creeping back—we rely on the pantry between paychecks."
R00205,household,3,March 2024,TX,30-60k,,"Weekend work is non-negotiable, but there is no evening care anywhere nearby. We have been on a childcare waitlist for months after our center closed. Short staffing means inconsistent caregivers and unpredictable schedules for us."
R00206,household,2,February 2024,FL,<30k,,"I feel burned out every week trying to cover shifts and still be a present parent. No slots open when my shifts change, so reliable childcare access feels impossible. I miss work every time care falls through, and my employer is losing patience."
R00207,household,2,February 2024,PA,30-60k,,"Food insecurity is creeping back—we rely on the pantry between paychecks. No slots open when my shifts change, so reliable childcare access feels impossible."
R00208,household,3,March 2024,NC,<30k,,"My partner and I are exhausted, constantly anxious about childcare collapsing at the last minute. I miss work every time care falls through, and my employer is losing patience. My split shift schedule never aligns with the center's hours, so coverage falls apart."
R00209,household,1,January 2024,GA,>100k,,Coordinating schedules with my partner and the provider is a weekly puzzle we rarely solve.
R00210,provider,3,March 2024,MA,,after_school,"Families tell me they face food insecurity, and we set up snack pantries in the classroom. Staff and I are emotionally drained; burnout is spreading across the team."
R00211,provider,1,January 2024,MI,,informal,"Assistants quit when schedules change, so my employment feels precarious too. Coordinating staggered shifts with limited staff feels impossible. Staff and I are emotionally drained; burnout is spreading across the team."
R00212,household,3,March 2024,OH,30-60k,,We have been on a childcare waitlist for months after our center closed. The stress of juggling work and caregiving is overwhelming and my mental health keeps slipping.
R00213,household,1,January 2024,OH,30-60k,,"My hours were cut after too many schedule changes driven by childcare gaps. Finding after-school care is a battle every semester, and options keep shrinking. Short staffing means inconsistent caregivers and unpredictable schedules for us."
R00214,provider,3,March 2024,TX,,center,"I see children coming in hungry, and our program scrambles to cover snacks. No substitutes are available, so I cover multiple classrooms daily. Operating costs skyrocket but families cannot absorb more tuition."
R00215,household,2,February 2024,GA,30-60k,,I feel burned out every week trying to cover shifts and still be a present parent.
R00216,household,1,January 2024,CA,60-100k,,"I water down meals for the kids when food runs low after rent and child care. We were told staffing shortages limit the program to part-week care. Weekend work is non-negotiable, but there is no evening care anywhere nearby."
R00217,provider,1,January 2024,WA,,family_home,"Scheduling constraints force us to close early when multiple people call out. Staff juggle multiple jobs, and every disruption ripples through coverage. Managing constant schedule changes with too few people is crushing my mental health."
R00218,provider,3,March 2024,MI,,center,"I am overwhelmed balancing paperwork, families, and the classroom without relief. Coordinating staggered shifts with limited staff feels impossible."
R00219,household,2,February 2024,NY,>100k,,Tuition and fees are too expensive; every increase means cutting groceries.
