respondent_id,frame,wave,survey_month,state,income_bracket,provider_setting,open_response_text,cleaned_text,themes
R00099,household,1,January 2024,AL,>100k,,"Weekend work is non-negotiable, but there is no evening care anywhere nearby. Our center says classrooms merge because of staff shortages, leaving fewer hours. No slots open when my shifts change, so reliable childcare access feels impossible.",weekend work non negotiable but there no evening care anywhere nearby our center says classrooms merge because staff shortages leaving fewer hours no slots open when my shifts change so reliable childcare access feels impossible,CHILDCARE_ACCESS|EMPLOYMENT_DISRUPTION|SCHEDULING_CONSTRAINTS
R00100,provider,1,January 2024,MA,,after_school,"Assistants quit when schedules change, so my employment feels precarious too. Scheduling constraints force us to close early when multiple people call out.",assistants quit when schedules change so my employment feels precarious too scheduling constraints force us close early when multiple people call out,EMPLOYMENT_DISRUPTION|SCHEDULING_CONSTRAINTS
R00101,provider,3,March 2024,MA,,after_school,I am juggling second jobs because enrollment swings disrupt my own employment stability. Affordability pressures mean delays in payments and tighter margins for the program. Scheduling constraints force us to close early when multiple people call out.,i am juggling second jobs because enrollment swings disrupt my own employment stability affordability pressures mean delays payments tighter margins program scheduling constraints force us close early when multiple people call out,AFFORDABILITY|EMPLOYMENT_DISRUPTION
R00102,household,2,February 2024,MI,60-100k,,"Our center says classrooms merge because of staff shortages, leaving fewer hours. The stress of juggling work and caregiving is overwhelming and my mental health keeps slipping.",our center says classrooms merge because staff shortages leaving fewer hours stress juggling work caregiving overwhelming my mental health keeps slipping,STRESS_BURNOUT
R00103,provider,3,March 2024,NY,,center,Staff and I are emotionally drained; burnout is spreading across the team.,staff i emotionally drained burnout spreading across team,
R00104,provider,1,January 2024,WA,,after_school,Keeping care affordable while paying staff fairly is nearly impossible. We are short staffed and cannot hire assistants even after months of recruiting.,keeping care affordable while paying staff fairly nearly impossible short staffed cannot hire assistants even after months recruiting,AFFORDABILITY|PROVIDER_STAFF_SHORTAGE
R00105,provider,2,February 2024,NJ,,family_home,Keeping care affordable while paying staff fairly is nearly impossible.,keeping care affordable while paying staff fairly nearly impossible,AFFORDABILITY
R00106,provider,2,February 2024,OH,,center,I field calls daily from parents desperate for openings we just do not have.,i field calls daily parents desperate openings just do not have,
R00107,household,1,January 2024,TX,60-100k,,"Childcare remains unaffordable, forcing us to take turns missing work. My hours were cut after too many schedule changes driven by childcare gaps. My partner and I are exhausted, constantly anxious about childcare collapsing at the last minute.",childcare remains unaffordable forcing us take turns missing work my hours were cut after too many schedule changes driven childcare gaps my partner i exhausted constantly anxious about childcare collapsing last minute,AFFORDABILITY|SCHEDULING_CONSTRAINTS|STRESS_BURNOUT
R00108,household,3,March 2024,CO,60-100k,,"Weekend work is non-negotiable, but there is no evening care anywhere nearby.",weekend work non negotiable but there no evening care anywhere nearby,SCHEDULING_CONSTRAINTS
R00109,household,1,January 2024,CT,<30k,,"Childcare remains unaffordable, forcing us to take turns missing work. We have been on a childcare waitlist for months after our center closed. I miss work every time care falls through, and my employer is losing patience.",childcare remains unaffordable forcing us take turns missing work have been childcare waitlist months after our center closed i miss work every time care falls through my employer losing patience,AFFORDABILITY|CHILDCARE_ACCESS|EMPLOYMENT_DISRUPTION
R00110,provider,2,February 2024,FL,,after_school,"Families need nights and weekend coverage, but we cannot stretch schedules without burning out staff. Families tell me they face food insecurity, and we set up snack pantries in the classroom. Assistants quit when schedules change, so my employment feels precarious too.",families need nights weekend coverage but cannot stretch schedules without burning out staff families tell me they face food insecurity set up snack pantries classroom assistants quit when schedules change so my employment feels precarious too,EMPLOYMENT_DISRUPTION|FOOD_INSECURITY|SCHEDULING_CONSTRAINTS
R00111,household,3,March 2024,NJ,30-60k,,"Childcare remains unaffordable, forcing us to take turns missing work.",childcare remains unaffordable forcing us take turns missing work,AFFORDABILITY
R00112,provider,2,February 2024,WA,,center,Staff and I are emotionally drained; burnout is spreading across the team. Keeping care affordable while paying staff fairly is nearly impossible. I field calls daily from parents desperate for openings we just do not have.,staff i emotionally drained burnout spreading across team keeping care affordable while paying staff fairly nearly impossible i field calls daily parents desperate openings just do not have,AFFORDABILITY
R00113,household,3,March 2024,AZ,>100k,,Tuition and fees are too expensive; every increase means cutting groceries. We stretch groceries and sometimes skip meals so tuition can stay current.,tuition fees too expensive every increase means cutting groceries stretch groceries sometimes skip meals so tuition can stay current,AFFORDABILITY|FOOD_INSECURITY
R00114,household,2,February 2024,FL,<30k,,"No slots open when my shifts change, so reliable childcare access feels impossible.",no slots open when my shifts change so reliable childcare access feels impossible,CHILDCARE_ACCESS|EMPLOYMENT_DISRUPTION
R00115,household,3,March 2024,FL,30-60k,,"Employment keeps getting disrupted when I have to leave early for pickups. My split shift schedule never aligns with the center's hours, so coverage falls apart. Short staffing means inconsistent caregivers and unpredictable schedules for us.",employment keeps getting disrupted when i have leave early pickups my split shift schedule never aligns center s hours so coverage falls apart short staffing means inconsistent caregivers unpredictable schedules us,EMPLOYMENT_DISRUPTION|SCHEDULING_CONSTRAINTS
R00116,household,3,March 2024,MI,>100k,,"No slots open when my shifts change, so reliable childcare access feels impossible.",no slots open when my shifts change so reliable childcare access feels impossible,CHILDCARE_ACCESS|EMPLOYMENT_DISRUPTION
R00117,provider,1,January 2024,NC,,family_home,I field calls daily from parents desperate for openings we just do not have.,i field calls daily parents desperate openings just do not have,
R00118,household,1,January 2024,CO,>100k,,The stress of juggling work and caregiving is overwhelming and my mental health keeps slipping.,stress juggling work caregiving overwhelming my mental health keeps slipping,STRESS_BURNOUT
R00119,household,1,January 2024,OH,60-100k,,"Coordinating schedules with my partner and the provider is a weekly puzzle we rarely solve. Finding after-school care is a battle every semester, and options keep shrinking.",coordinating schedules my partner provider weekly puzzle rarely solve finding after school care battle every semester options keep shrinking,CHILDCARE_ACCESS|SCHEDULING_CONSTRAINTS
R00120,provider,1,January 2024,OH,,after_school,"No substitutes are available, so I cover multiple classrooms daily.",no substitutes available so i cover multiple classrooms daily,PROVIDER_STAFF_SHORTAGE
