respondent_id,frame,wave,survey_month,state,income_bracket,provider_setting,open_response_text,cleaned_text,themes,AFFORDABILITY,CHILDCARE_ACCESS,EMPLOYMENT_DISRUPTION,FOOD_INSECURITY,PROVIDER_STAFF_SHORTAGE,SCHEDULING_CONSTRAINTS,STRESS_BURNOUT
R00087,household,2,February 2024,NY,60-100k,,"My split shift schedule never aligns with the center's hours, so coverage falls apart.",my split shift schedule never aligns center s hours so coverage falls apart,"['EMPLOYMENT_DISRUPTION', 'SCHEDULING_CONSTRAINTS']",False,False,True,False,False,True,False
R00088,provider,3,March 2024,PA,,center,"I see children coming in hungry, and our program scrambles to cover snacks. Managing constant schedule changes with too few people is crushing my mental health. Assistants quit when schedules change, so my employment feels precarious too.",i see children coming hungry our program scrambles cover snacks managing constant schedule changes too few people crushing my mental health assistants quit when schedules change so my employment feels precarious too,"['EMPLOYMENT_DISRUPTION', 'SCHEDULING_CONSTRAINTS', 'STRESS_BURNOUT']",False,False,True,False,False,True,True
R00089,provider,3,March 2024,IL,,center,"Affordability pressures mean delays in payments and tighter margins for the program. Staff juggle multiple jobs, and every disruption ripples through coverage. I see children coming in hungry, and our program scrambles to cover snacks.",affordability pressures mean delays payments tighter margins program staff juggle multiple jobs every disruption ripples through coverage i see children coming hungry our program scrambles cover snacks,['AFFORDABILITY'],True,False,False,False,False,False,False
R00090,household,3,March 2024,CO,30-60k,,"My hours were cut after too many schedule changes driven by childcare gaps. My partner and I are exhausted, constantly anxious about childcare collapsing at the last minute.",my hours were cut after too many schedule changes driven childcare gaps my partner i exhausted constantly anxious about childcare collapsing last minute,"['SCHEDULING_CONSTRAINTS', 'STRESS_BURNOUT']",False,False,False,False,False,True,True
R00091,provider,3,March 2024,MI,,informal,"I am overwhelmed balancing paperwork, families, and the classroom without relief. Assistants quit when schedules change, so my employment feels precarious too. Operating costs skyrocket but families cannot absorb more tuition.",i am overwhelmed balancing paperwork families classroom without relief assistants quit when schedules change so my employment feels precarious too operating costs skyrocket but families cannot absorb more tuition,"['AFFORDABILITY', 'EMPLOYMENT_DISRUPTION', 'SCHEDULING_CONSTRAINTS', 'STRESS_BURNOUT']",True,False,True,True,False,True,True
R00092,provider,1,January 2024,AL,,family_home,"Families tell me they face food insecurity, and we set up snack pantries in the classroom. We are short staffed and cannot hire assistants even after months of recruiting.",families tell me they face food insecurity set up snack pantries classroom short staffed cannot hire assistants even after months recruiting,"['FOOD_INSECURITY', 'PROVIDER_STAFF_SHORTAGE']",False,False,False,True,True,False,False
R00093,household,3,March 2024,NC,30-60k,,Food insecurity is creeping back—we rely on the pantry between paychecks.,food insecurity creeping back rely pantry between paychecks,['FOOD_INSECURITY'],False,False,False,True,False,False,False
R00094,household,3,March 2024,MA,<30k,,I water down meals for the kids when food runs low after rent and child care.,i water down meals kids when food runs low after rent child care,[],False,False,False,False,False,False,False
R00095,household,3,March 2024,MI,60-100k,,"I miss work every time care falls through, and my employer is losing patience. We were told staffing shortages limit the program to part-week care.",i miss work every time care falls through my employer losing patience were told staffing shortages limit program part week care,['EMPLOYMENT_DISRUPTION'],False,False,True,False,True,False,False
R00096,household,2,February 2024,PA,60-100k,,"I water down meals for the kids when food runs low after rent and child care. Childcare remains unaffordable, forcing us to take turns missing work.",i water down meals kids when food runs low after rent child care childcare remains unaffordable forcing us take turns missing work,['AFFORDABILITY'],True,False,False,False,False,False,False
R00097,household,3,March 2024,IL,30-60k,,"I feel burned out every week trying to cover shifts and still be a present parent. Finding after-school care is a battle every semester, and options keep shrinking. Short staffing means inconsistent caregivers and unpredictable schedules for us.",i feel burned out every week trying cover shifts still present parent finding after school care battle every semester options keep shrinking short staffing means inconsistent caregivers unpredictable schedules us,"['CHILDCARE_ACCESS', 'EMPLOYMENT_DISRUPTION', 'SCHEDULING_CONSTRAINTS', 'STRESS_BURNOUT']",False,False,True,True,False,False,True
R00098,household,1,January 2024,GA,>100k,,We have been on a childcare waitlist for months after our center closed. We cannot afford reliable care when costs rise faster than wages.,have been childcare waitlist months after our center closed cannot afford reliable care when costs rise faster than wages,"['AFFORDABILITY', 'CHILDCARE_ACCESS']",True,True,False,False,False,False,False
R00099,household,1,January 2024,AL,>100k,,"Weekend work is non-negotiable, but there is no evening care anywhere nearby. Our center says classrooms merge because of staff shortages, leaving fewer hours. No slots open when my shifts change, so reliable childcare access feels impossible.",weekend work non negotiable but there no evening care anywhere nearby our center says classrooms merge because staff shortages leaving fewer hours no slots open when my shifts change so reliable childcare access feels impossible,"['CHILDCARE_ACCESS', 'EMPLOYMENT_DISRUPTION', 'SCHEDULING_CONSTRAINTS']",False,True,True,False,False,True,False
R00100,provider,1,January 2024,MA,,after_school,"Assistants quit when schedules change, so my employment feels precarious too. Scheduling constraints force us to close early when multiple people call out.",assistants quit when schedules change so my employment feels precarious too scheduling constraints force us close early when multiple people call out,"['EMPLOYMENT_DISRUPTION', 'SCHEDULING_CONSTRAINTS']",False,False,True,False,False,True,False
R00101,provider,3,March 2024,MA,,after_school,I am juggling second jobs because enrollment swings disrupt my own employment stability. Affordability pressures mean delays in payments and tighter margins for the program. Scheduling constraints force us to close early when multiple people call out.,i am juggling second jobs because enrollment swings disrupt my own employment stability affordability pressures mean delays payments tighter margins program scheduling constraints force us close early when multiple people call out,"['AFFORDABILITY', 'EMPLOYMENT_DISRUPTION']",True,False,True,False,False,False,False
R00102,household,2,February 2024,MI,60-100k,,"Our center says classrooms merge because of staff shortages, leaving fewer hours. The stress of juggling work and caregiving is overwhelming and my mental health keeps slipping.",our center says classrooms merge because staff shortages leaving fewer hours stress juggling work caregiving overwhelming my mental health keeps slipping,['STRESS_BURNOUT'],False,False,False,False,False,False,True
R00103,provider,3,March 2024,NY,,center,Staff and I are emotionally drained; burnout is spreading across the team.,staff i emotionally drained burnout spreading across team,[],False,False,False,False,False,False,False
R00104,provider,1,January 2024,WA,,after_school,Keeping care affordable while paying staff fairly is nearly impossible. We are short staffed and cannot hire assistants even after months of recruiting.,keeping care affordable while paying staff fairly nearly impossible short staffed cannot hire assistants even after months recruiting,"['AFFORDABILITY', 'PROVIDER_STAFF_SHORTAGE']",True,False,False,False,True,False,False
R00105,provider,2,February 2024,NJ,,family_home,Keeping care affordable while paying staff fairly is nearly impossible.,keeping care affordable while paying staff fairly nearly impossible,['AFFORDABILITY'],True,False,False,False,False,False,False
